Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,Rainfall_mm
307,2.315960912,Bhola,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,711,30,10.0,75,85,220.7087942
359,2.883008357,Bogura,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1035,30,10.0,75,85,213.682181
1047,3.11843362,Brahmanbaria,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,3265,30,10.0,75,85,178.8918286
261,1.295019157,Chandpur,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,338,30,10.0,75,85,130.5753548
347,1.492795389,Chapai Nawabganj,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,518,30,10.0,75,85,192.5030562
1341,1.625652498,Chattogram,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,2180,30,10.0,75,85,75.51375976
602,2.99833887,Chuadanga,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1805,30,10.0,75,85,156.0381868
421,2.095011876,CoxsBazar,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,882,30,10.0,75,85,192.6911317
548,1.888686131,Cumilla,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1035,30,10.0,75,85,122.5115556
779,1.779204108,Dhaka,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1386,30,10.0,75,85,168.5997928
577,1.710571924,Dinajpur,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,987,30,10.0,75,85,198.1778412
483,1.507246377,Faridpur,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,728,30,10.0,75,85,163.417566
120,1.033333333,Feni,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,124,30,10.0,75,85,163.3699927
255,1.823529412,Gaibandha,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,465,30,10.0,75,85,141.5845168
305,1.31147541,Gazipur,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,400,30,10.0,75,85,0.0
209,1.196172249,Gopalganj,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,250,30,10.0,75,85,144.5977757
255,1.717647059,Habiganj,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,438,30,10.0,75,85,260.3008585
604,1.740066225,Jamalpur,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1051,30,10.0,75,85,94.31170954
943,3.20678685,Jashore,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,3024,30,10.0,75,85,190.6463275
273,1.838827839,Jhallokati,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,502,30,10.0,75,85,147.3033262
533,2.82739212,Jhenaidah,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1507,30,10.0,75,85,184.2927411
185,2.448648649,Joypurhat,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,453,30,10.0,75,85,70.16036883
546,1.875457875,Khagrachari,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1024,30,10.0,75,85,89.10389019
351,1.521367521,Khulna,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,534,30,10.0,75,85,73.70694664
361,2.831024931,Kishoreganj,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1022,30,10.0,75,85,208.1430429
434,1.744239631,Kurigram,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,757,30,10.0,75,85,167.5029085
653,4.457886677,Kushtia,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,2911,30,10.0,75,85,190.8678107
642,3.199376947,Lakshmipur,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,2054,30,10.0,75,85,110.6706251
316,2.212025316,Lalmonirhat,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,699,30,10.0,75,85,82.52166597
275,3.181818182,Madaripur,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,875,30,10.0,75,85,166.2310169
129,2.635658915,Magura,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,340,30,10.0,75,85,216.527623
372,3.333333333,Manikganj,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1240,30,10.0,75,85,201.2753119
272,3.455882353,Meherpur,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,940,30,10.0,75,85,267.5251279
303,1.330033003,Moulvibazar,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,403,30,10.0,75,85,193.7499167
496,3.377016129,Munshiganj,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1675,30,10.0,75,85,218.9679558
1105,2.014479638,Mymensingh,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,2226,30,10.0,75,85,134.5325761
427,1.826697892,Naogaon,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,780,30,10.0,75,85,36.5145219
324,3.475308642,Narail,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1126,30,10.0,75,85,107.3873137
428,1.679906542,Narayanganj,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,719,30,10.0,75,85,124.9151333
332,2.271084337,Narsingdi,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,754,30,10.0,75,85,120.8388556
666,1.238738739,Natore,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,825,30,10.0,75,85,155.294862
410,2.546341463,Netrokona,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1044,30,10.0,75,85,211.3145715
226,2.411504425,Nilphamari,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,545,30,10.0,75,85,278.8614046
330,2.475757576,Noakhali,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,817,30,10.0,75,85,189.8063752
1055,2.15450237,Pabna,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,2273,30,10.0,75,85,187.307319
490,2.953061224,Panchagar,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1447,30,10.0,75,85,125.754798
117,1.666666667,Patuakhali,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,195,30,10.0,75,85,129.8843479
217,1.31797235,Pirojpur,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,286,30,10.0,75,85,148.8001865
761,4.403416557,Rajbari,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,3351,30,10.0,75,85,79.92159032
646,3.417956656,Rajshahi,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,2208,30,10.0,75,85,113.3736293
542,1.477859779,Rangamati,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,801,30,10.0,75,85,249.6360374
441,1.675736961,Rangpur,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,739,30,10.0,75,85,136.9796087
781,2.733674776,Satkhira,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,2135,30,10.0,75,85,165.1184259
233,5.055793991,Shariatpur,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1178,30,10.0,75,85,0.0
680,2.517647059,Sherpur,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1712,30,10.0,75,85,116.1432468
484,1.564049587,Sirajganj,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,757,30,10.0,75,85,20.45058966
424,2.891509434,Sunamganj,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,1226,30,10.0,75,85,172.6734646
248,1.076612903,Sylhet,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,267,30,10.0,75,85,149.3660132
1138,1.98857645,Tangail,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,2263,30,10.0,75,85,215.2696547
480,1.908333333,Thakurgaon,Kharif 1,20.0,80.0,Lady Finger,Apr,May to Jun,Jun to Sep,916,30,10.0,75,85,126.251376
559,1.516994633,Bagerhat,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,848,25,15.0,70,80,114.3990707
190,2.284210526,Bandarban,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,434,25,15.0,70,80,185.8498392
238,1.62605042,Barguna,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,387,25,15.0,70,80,109.166164
761,1.534822602,Barishal,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,1168,25,15.0,70,80,80.30191817
439,1.633257403,Bhola,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,717,25,15.0,70,80,99.92534505
357,1.81512605,Bogura,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,648,25,15.0,70,80,69.59690932
720,1.790277778,Brahmanbaria,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,1289,25,15.0,70,80,176.7229333
466,1.9527897,Chandpur,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,910,25,15.0,70,80,106.3591657
358,1.972067039,Chapai Nawabganj,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,706,25,15.0,70,80,133.1836676
1105,1.81719457,Chattogram,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,2008,25,15.0,70,80,68.94345509
503,2.252485089,Chuadanga,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,1133,25,15.0,70,80,143.8776607
188,2.79787234,CoxsBazar,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,526,25,15.0,70,80,144.2342148
1293,2.174787316,Cumilla,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,2812,25,15.0,70,80,263.3940791
704,4.96875,Dhaka,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,3498,25,15.0,70,80,164.7668373
427,1.43559719,Dinajpur,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,613,25,15.0,70,80,211.7225122
261,2.095785441,Faridpur,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,547,25,15.0,70,80,126.0100227
527,1.89373814,Feni,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,998,25,15.0,70,80,72.1485387
315,1.412698413,Gaibandha,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,445,25,15.0,70,80,219.1007502
336,1.485119048,Gazipur,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,499,25,15.0,70,80,208.5269015
287,2.069686411,Gopalganj,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,594,25,15.0,70,80,73.68554535
253,1.786561265,Habiganj,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,452,25,15.0,70,80,52.15958082
845,1.821301775,Jamalpur,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,1539,25,15.0,70,80,136.35887
1123,2.310774711,Jashore,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,2595,25,15.0,70,80,153.5315504
487,1.176591376,Jhallokati,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,573,25,15.0,70,80,118.4320503
729,2.288065844,Jhenaidah,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,1668,25,15.0,70,80,49.07112106
198,2.04040404,Joypurhat,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,404,25,15.0,70,80,209.5969544
363,1.889807163,Khagrachari,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,686,25,15.0,70,80,125.346311
502,1.639442231,Khulna,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,823,25,15.0,70,80,117.057379
365,1.690410959,Kishoreganj,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,617,25,15.0,70,80,0.0
394,1.870558376,Kurigram,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,737,25,15.0,70,80,110.7819675
629,3.162162162,Kushtia,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,1989,25,15.0,70,80,95.00874393
530,1.279245283,Lakshmipur,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,678,25,15.0,70,80,221.4097654
387,1.84754522,Lalmonirhat,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,715,25,15.0,70,80,151.5066587
481,1.85031185,Madaripur,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,890,25,15.0,70,80,111.0099488
118,2.033898305,Magura,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,240,25,15.0,70,80,97.21937036
278,1.755395683,Manikganj,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,488,25,15.0,70,80,131.6981748
244,4.028688525,Meherpur,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,983,25,15.0,70,80,185.1478896
560,2.005357143,Moulvibazar,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,1123,25,15.0,70,80,114.2443223
414,2.299516908,Munshiganj,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,952,25,15.0,70,80,198.9206127
729,2.368998628,Mymensingh,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,1727,25,15.0,70,80,168.8383025
535,1.794392523,Naogaon,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,960,25,15.0,70,80,264.8058487
390,1.905128205,Narail,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,743,25,15.0,70,80,259.3158696
560,1.982142857,Narayanganj,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,1110,25,15.0,70,80,219.0621027
257,1.260700389,Narsingdi,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,324,25,15.0,70,80,167.8519533
513,1.980506823,Natore,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,1016,25,15.0,70,80,186.9176416
187,2.122994652,Netrokona,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,397,25,15.0,70,80,230.0803581
290,2.031034483,Nilphamari,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,589,25,15.0,70,80,148.0452421
583,1.231560892,Noakhali,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,718,25,15.0,70,80,143.5169056
620,2.472580645,Pabna,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,1533,25,15.0,70,80,207.1462974
534,1.754681648,Panchagar,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,937,25,15.0,70,80,117.3343381
156,0.858974359,Patuakhali,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,134,25,15.0,70,80,181.2758875
336,1.014880952,Pirojpur,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,341,25,15.0,70,80,40.91647241
780,3.966666667,Rajbari,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,3094,25,15.0,70,80,164.2258033
1364,2.500733138,Rajshahi,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,3411,25,15.0,70,80,276.7126886
294,1.258503401,Rangamati,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,370,25,15.0,70,80,257.7620688
980,1.535714286,Rangpur,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,1505,25,15.0,70,80,94.98543527
760,2.005263158,Satkhira,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,1524,25,15.0,70,80,181.4954115
179,3.016759777,Shariatpur,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,540,25,15.0,70,80,289.3900127
364,2.046703297,Sherpur,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,745,25,15.0,70,80,82.45155045
463,2.103671706,Sirajganj,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,974,25,15.0,70,80,140.909218
483,2.991718427,Sunamganj,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,1445,25,15.0,70,80,111.5869944
460,1.310869565,Sylhet,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,603,25,15.0,70,80,169.1541827
486,1.927983539,Tangail,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,937,25,15.0,70,80,244.8572625
426,1.70657277,Thakurgaon,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,727,25,15.0,70,80,230.471705
611,1.139116203,Bagerhat,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,696,25,15.0,70,90,267.0036063
182,1.098901099,Bandarban,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,200,25,15.0,70,90,122.7105615
227,1.105726872,Barguna,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,251,25,15.0,70,90,184.7941789
941,1.339001063,Barishal,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,1260,25,15.0,70,90,212.6383769
452,2.880530973,Bhola,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,1302,25,15.0,70,90,166.5223601
168,1.678571429,Bogura,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,282,25,15.0,70,90,130.2659487
246,1.317073171,Brahmanbaria,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,324,25,15.0,70,90,147.1776436
553,0.940325497,Chandpur,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,520,25,15.0,70,90,145.2916014
5,0.6,Chapai Nawabganj,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,3,25,15.0,70,90,153.2072046
288,2.208333333,Chattogram,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,636,25,15.0,70,90,190.0286013
44,3.409090909,Chuadanga,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,150,25,15.0,70,90,33.92184224
120,1.116666667,CoxsBazar,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,134,25,15.0,70,90,154.3988071
667,2.026986507,Cumilla,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,1352,25,15.0,70,90,99.88041339
628,3.621019108,Dhaka,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,2274,25,15.0,70,90,116.9018508
209,1.578947368,Dinajpur,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,330,25,15.0,70,90,92.9108179
161,1.242236025,Faridpur,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,200,25,15.0,70,90,149.3895501
111,1.261261261,Feni,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,140,25,15.0,70,90,80.74200327
280,1.464285714,Gaibandha,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,410,25,15.0,70,90,189.5476847
318,1.823899371,Gazipur,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,580,25,15.0,70,90,74.72632851
319,1.912225705,Gopalganj,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,610,25,15.0,70,90,160.8415191
64,1.59375,Habiganj,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,102,25,15.0,70,90,105.0718668
667,2.775112444,Jamalpur,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,1851,25,15.0,70,90,74.11637123
180,2.527777778,Jashore,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,455,25,15.0,70,90,194.0899522
350,3.56,Jhallokati,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,1246,25,15.0,70,90,179.4962789
188,2.015957447,Jhenaidah,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,379,25,15.0,70,90,235.5977119
23,1.782608696,Joypurhat,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,41,25,15.0,70,90,133.3864484
433,1.240184758,Khagrachari,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,537,25,15.0,70,90,70.88331189
243,1.613168724,Khulna,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,392,25,15.0,70,90,178.3735213
146,1.602739726,Kishoreganj,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,234,25,15.0,70,90,166.4185749
363,2.482093664,Kurigram,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,901,25,15.0,70,90,57.02788535
25,2.2,Kushtia,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,55,25,15.0,70,90,78.6502089
621,1.037037037,Lakshmipur,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,644,25,15.0,70,90,95.23844306
265,2.973584906,Lalmonirhat,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,788,25,15.0,70,90,151.9284168
122,1.352459016,Madaripur,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,165,25,15.0,70,90,84.62580004
44,3.477272727,Magura,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,153,25,15.0,70,90,42.35906298
71,2.352112676,Manikganj,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,167,25,15.0,70,90,220.4444532
3,5.666666667,Meherpur,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,17,25,15.0,70,90,102.8467287
57,2.228070175,Moulvibazar,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,127,25,15.0,70,90,233.6315633
378,1.031746032,Munshiganj,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,390,25,15.0,70,90,0.0
863,2.701042874,Mymensingh,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,2331,25,15.0,70,90,220.7727574
76,0.75,Naogaon,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,57,25,15.0,70,90,193.6072811
133,3.22556391,Narail,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,429,25,15.0,70,90,215.7766421
590,1.659322034,Narayanganj,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,979,25,15.0,70,90,297.7585869
125,0.84,Narsingdi,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,105,25,15.0,70,90,31.52832304
203,1.177339901,Natore,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,239,25,15.0,70,90,161.7867109
177,1.920903955,Netrokona,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,340,25,15.0,70,90,150.4833511
191,3.382198953,Nilphamari,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,646,25,15.0,70,90,114.6672027
438,1.296803653,Noakhali,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,568,25,15.0,70,90,247.3143118
126,1.03968254,Pabna,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,131,25,15.0,70,90,217.5406235
213,1.694835681,Panchagar,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,361,25,15.0,70,90,159.1335991
142,1.669014085,Patuakhali,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,237,25,15.0,70,90,86.27091363
556,1.039568345,Pirojpur,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,578,25,15.0,70,90,165.9945081
77,1.0,Rajbari,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,77,25,15.0,70,90,174.6401226
119,1.033613445,Rajshahi,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,123,25,15.0,70,90,110.8223774
301,1.295681063,Rangamati,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,390,25,15.0,70,90,164.571494
336,1.577380952,Rangpur,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,530,25,15.0,70,90,127.8468156
32,2.4375,Satkhira,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,78,25,15.0,70,90,130.1328629
192,3.046875,Shariatpur,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,585,25,15.0,70,90,44.83781798
301,2.986710963,Sherpur,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,899,25,15.0,70,90,215.0160869
318,1.927672956,Sirajganj,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,613,25,15.0,70,90,120.7232775
563,1.468916519,Sunamganj,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,827,25,15.0,70,90,182.5086398
132,1.106060606,Sylhet,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,146,25,15.0,70,90,189.3535831
445,1.503370787,Tangail,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,669,25,15.0,70,90,167.5113524
76,1.657894737,Thakurgaon,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,126,25,15.0,70,90,90.71532285
89,4.404494382,Bagerhat,Rabi,17.5,77.5,Lemon,Jan,Jan to Jan,Jan,392,25,10.0,60,95,80.03481447
3726,0.130703167,Bandarban,Rabi,17.5,77.5,Lemon,Jan,Jan to Jan,Jan,487,25,10.0,60,95,260.5176204
1337,0.344053852,Barguna,Rabi,17.5,77.5,Lemon,Jan,Jan to Jan,Jan,460,25,10.0,60,95,236.0170484
1005,1.412935323,Barishal,Rabi,17.5,77.5,Lemon,Jan,Jan to Jan,Jan,1420,25,10.0,60,95,152.4075764
471,0.38641189,Bhola,Rabi,17.5,77.5,Lemon,Jan,Jan to Jan,Jan,182,25,10.0,60,95,133.9135315
